SSA,MP concentration,HM concentration,Hydrated radius,Electronegativity,Molar mass,Temperature,pH,Qm
150,1,200,4.04,1.91,58.69,25,5,8.86544
150,1,10,4.19,1.9,63.55,25,5,0.678183
150,1,20,4.19,1.9,63.55,25,5,0.996691
150,1,40,4.19,1.9,63.55,25,5,1.18916
150,1,80,4.19,1.9,63.55,25,5,1.80694
150,1,100,4.19,1.9,63.55,25,5,2.50728
150,1,150,4.19,1.9,63.55,25,5,2.89326
150,1,200,4.19,1.9,63.55,25,5,3.02538
50,1,10,4.26,1.6,112.41,25,5,3.27177
50,1,20,4.26,1.6,112.41,25,5,4.48549
50,1,40,4.26,1.6,112.41,25,5,5.38259
50,1,80,4.26,1.6,112.41,25,5,6.0686
50,1,100,4.26,1.6,112.41,25,5,6.86016
50,1,150,4.26,1.6,112.41,25,5,7.01847
50,1,200,4.26,1.6,112.41,25,5,7.33509
50,1,10,4.04,1.91,58.69,25,5,1.16095
50,1,20,4.04,1.91,58.69,25,5,1.37203
50,1,40,4.04,1.91,58.69,25,5,4.16887
50,1,80,4.04,1.91,58.69,25,5,4.59103
50,1,100,4.04,1.91,58.69,25,5,5.22427
50,1,150,4.04,1.91,58.69,25,5,9.02375
50,1,200,4.04,1.91,58.69,25,5,9.97361
50,1,10,4.19,1.9,63.55,25,5,1.12262
50,1,20,4.19,1.9,63.55,25,5,1.56801
50,1,40,4.19,1.9,63.55,25,5,1.84518
50,1,80,4.19,1.9,63.55,25,5,2.90735
50,1,100,4.19,1.9,63.55,25,5,3.20564
50,1,150,4.19,1.9,63.55,25,5,4.01484
50,1,200,4.19,1.9,63.55,25,5,3.76601
30,1,10,4.26,1.6,112.41,25,5,4.32718
30,1,20,4.26,1.6,112.41,25,5,7.81003
30,1,40,4.26,1.6,112.41,25,5,9.2876
30,1,80,4.26,1.6,112.41,25,5,10.343
30,1,100,4.26,1.6,112.41,25,5,11.3984
30,1,150,4.26,1.6,112.41,25,5,11.9789
30,1,200,4.26,1.6,112.41,25,5,12.2427
30,1,10,4.04,1.91,58.69,25,5,1.31926
30,1,20,4.04,1.91,58.69,25,5,1.63588
30,1,40,4.04,1.91,58.69,25,5,1.84697
30,1,80,4.04,1.91,58.69,25,5,5.85752
30,1,100,4.04,1.91,58.69,25,5,6.86016
30,1,150,4.04,1.91,58.69,25,5,10.2902
30,1,200,4.04,1.91,58.69,25,5,13.9842
30,1,10,4.19,1.9,63.55,25,5,1.88447
30,1,20,4.19,1.9,63.55,25,5,2.32985
30,1,40,4.19,1.9,63.55,25,5,3.87669
30,1,80,4.19,1.9,63.55,25,5,4.26168
30,1,100,4.19,1.9,63.55,25,5,4.47525
30,1,150,4.19,1.9,63.55,25,5,4.75552
30,1,200,4.19,1.9,63.55,25,5,4.78176
125,1,10,4.26,1.6,112.41,30,5,1.23977
125,1,25,4.26,1.6,112.41,30,5,1.35673
125,1,10,4.26,1.6,112.41,30,2,0.341176
125,1,10,4.26,1.6,112.41,30,2.5,0.500368
125,1,10,4.26,1.6,112.41,30,3,0.738971
125,1,10,4.26,1.6,112.41,30,3.5,0.981985
125,1,10,4.26,1.6,112.41,30,4,1.06176
125,1,10,4.26,1.6,112.41,30,4.5,1.18125
125,1,10,4.26,1.6,112.41,30,5,1.2125
,0.005,20,,2,200.59,25,7,0.648148
,0.005,20,,2,200.59,25,7,14.2593
,0.005,5,,2,200.59,25,1,0.695652
,0.005,5,,2,200.59,25,2,1.3913
,0.005,5,,2,200.59,25,3,1.44928
,0.005,5,,2,200.59,25,4,1.56522
,0.005,5,,2,200.59,25,5,1.85507
,0.005,5,,2,200.59,25,6,2.02899
,0.005,5,,2,200.59,25,7,2.2029
,0.005,5,,2,200.59,25,8,2.72464
,0.005,5,,2,200.59,25,9,2.78261
,0.005,5,,2,200.59,25,10,3.5942
,0.005,5,,2,200.59,25,11,4.23188
,0.005,5,,2,200.59,25,12,3.65217
150,0.5,0.1,4.01,2.33,207.2,25,,0.0337553
150,0.5,0.5,4.01,2.33,207.2,25,,0.0664557
150,0.5,1,4.01,2.33,207.2,25,,0.0886076
150,0.5,2,4.01,2.33,207.2,25,,0.124473
150,0.5,4,4.01,2.33,207.2,25,,0.122363
150,0.5,0.1,4.01,2.33,207.2,25,,0.0636735
150,0.5,0.5,4.01,2.33,207.2,25,,0.12898
150,0.5,1,4.01,2.33,207.2,25,,0.19102
150,0.5,2,4.01,2.33,207.2,25,,0.243265
150,0.5,4,4.01,2.33,207.2,25,,0.233469
45,1,20,4.01,2.33,207.2,25,,1.18615
45,1,20,4.01,2.33,207.2,25,,2.7
45,1,20,4.19,1.9,63.55,25,,1.07681
45,1,20,4.19,1.9,63.55,25,,2.37536
550,2,5,3.75,1.6,51.996,25,6,0.0140271
48,2,5,3.75,1.6,51.996,25,6,0.0272152
48,4,5,3.75,1.6,51.996,25,6,0.0590625
48,2,5,3.75,1.6,51.996,25,6,0.177326
48,2,5,3.75,1.6,51.996,25,6,0.145349
3350,2,5,3.75,1.6,51.996,25,6,0.183239
550,2,5,3.75,1.6,51.996,25,6,0.288352
48,2,5,3.75,1.6,51.996,25,6,0.335227
48,1,5,3.75,1.6,51.996,25,6,0.184375
48,4,5,3.75,1.6,51.996,25,6,0.353125
48,2,5,3.75,1.6,51.996,25,3,0.121307
48,2,5,3.75,1.6,51.996,25,5,0.230682
48,2,5,3.75,1.6,51.996,25,7,0.35
48,2,5,3.75,1.6,51.996,25,9,0.427557
154,1.67,10,4.26,1.6,112.41,25,6.5,0.0446686
48,1.67,10,4.26,1.6,112.41,25,6.5,0.134006
30,1.67,10,4.26,1.6,112.41,25,6.5,0.302882
13,1.67,10,4.26,1.6,112.41,25,6.5,0.482133
,1.67,2,4.26,1.6,112.41,25,6.5,0.172619
,1.67,5,4.26,1.6,112.41,25,6.5,0.33631
,1.67,10,4.26,1.6,112.41,25,6.5,0.443452
,1.67,15,4.26,1.6,112.41,25,6.5,0.491071
,1.67,20,4.26,1.6,112.41,25,6.5,0.547619
,1.67,25,4.26,1.6,112.41,25,6.5,0.565476
,1.67,40,4.26,1.6,112.41,25,6.5,0.553571
87,2,1,3.75,1.6,51.996,25,,0.155556
87,2,2.5,3.75,1.6,51.996,25,,0.311111
87,2,5,3.75,1.6,51.996,25,,0.522222
87,2,10,3.75,1.6,51.996,25,,0.851852
87,2,20,3.75,1.6,51.996,25,,1.12963
87,2,10,3.75,1.6,51.996,25,2,1.35099
87,2,10,3.75,1.6,51.996,25,3,1.5298
87,2,10,3.75,1.6,51.996,25,4,0.834437
87,2,10,3.75,1.6,51.996,25,5,0.466887
87,2,10,3.75,1.6,51.996,25,6,0.188742
500,1,0.0756014,4.26,1.6,112.41,25,,0.0360169
500,1,0.158076,4.26,1.6,112.41,25,,0.0625
500,1,0.43299,4.26,1.6,112.41,25,,0.0995763
500,1,0.917526,4.26,1.6,112.41,25,,0.121822
500,1,0.0756014,4.01,2.33,207.2,25,,0.0329787
500,1,0.158076,4.01,2.33,207.2,25,,0.0691489
500,1,0.43299,4.01,2.33,207.2,25,,0.125532
500,1,0.917526,4.01,2.33,207.2,25,,0.147872
500,1,0.0790378,4.3,1.6,65.93,25,,0.0319149
500,1,0.168385,4.3,1.6,65.93,25,,0.0468085
500,1,0.443299,4.3,1.6,65.93,25,,0.0829787
500,1,0.917526,4.3,1.6,65.93,25,,0.117021
100,1,5,4.19,1.9,63.55,25,7,0.0402266
100,2,5,4.19,1.9,63.55,25,7,0.0549575
100,3,5,4.19,1.9,63.55,25,7,0.0555241
100,4,5,4.19,1.9,63.55,25,7,0.0560907
100,5,5,4.19,1.9,63.55,25,7,0.0560907
100,1,5,4.19,1.9,63.55,25,7,0.141076
100,2,5,4.19,1.9,63.55,25,7,0.179037
100,3,5,4.19,1.9,63.55,25,7,0.179037
100,4,5,4.19,1.9,63.55,25,7,0.179603
100,5,5,4.19,1.9,63.55,25,7,0.183569
100,1,10.6143067,4.19,1.9,63.55,15,7,0.0396067
100,1,32.295979,4.19,1.9,63.55,15,7,0.112079
100,1,43.120803,4.19,1.9,63.55,15,7,0.132303
100,1,54.173843,4.19,1.9,63.55,15,7,0.150843
100,1,76.252112,4.19,1.9,63.55,15,7,0.160112
100,1,98.10291,4.19,1.9,63.55,15,7,0.17191
100,1,10.6345315,4.19,1.9,63.55,25,7,0.0598315
100,1,31.651042,4.19,1.9,63.55,25,7,0.156742
100,1,42.707352,4.19,1.9,63.55,25,7,0.178652
100,1,53.526278,4.19,1.9,63.55,25,7,0.192978
100,1,75.838661,4.19,1.9,63.55,25,7,0.206461
100,1,97.68366,4.19,1.9,63.55,25,7,0.21236
100,1,10.4240135,4.19,1.9,63.55,35,7,0.0792135
100,1,31.25023,4.19,1.9,63.55,35,7,0.21573
100,1,42.080954,4.19,1.9,63.55,35,7,0.241854
100,1,52.902408,4.19,1.9,63.55,35,7,0.258708
100,1,74.984791,4.19,1.9,63.55,35,7,0.272191
100,1,97.058847,4.19,1.9,63.55,35,7,0.277247
100,1,5,4.3,1.6,65.93,25,7,0.0245856
100,2,5,4.3,1.6,65.93,25,7,0.0323204
100,3,5,4.3,1.6,65.93,25,7,0.0417127
100,4,5,4.3,1.6,65.93,25,7,0.0439227
100,5,5,4.3,1.6,65.93,25,7,0.0447514
100,1,5,4.3,1.6,65.93,25,7,0.0549724
100,2,5,4.3,1.6,65.93,25,7,0.080663
100,3,5,4.3,1.6,65.93,25,7,0.0856354
100,4,5,4.3,1.6,65.93,25,7,0.0867403
100,5,5,4.3,1.6,65.93,25,7,0.0872928
100,1,10.7204339,4.3,1.6,65.93,15,7,0.0220339
100,1,32.6254017,4.3,1.6,65.93,15,7,0.0661017
100,1,43.7781463,4.3,1.6,65.93,15,7,0.0734463
100,1,54.930891,4.3,1.6,65.93,15,7,0.080791
100,1,76.9836757,4.3,1.6,65.93,15,7,0.0858757
100,1,99.2671955,4.3,1.6,65.93,15,7,0.0903955
100,1,10.9695435,4.3,1.6,65.93,25,7,0.0299435
100,1,32.6363864,4.3,1.6,65.93,25,7,0.0711864
100,1,43.7964209,4.3,1.6,65.93,25,7,0.0819209
100,1,54.9577203,4.3,1.6,65.93,25,7,0.0932203
100,1,77.020225,4.3,1.6,65.93,25,7,0.102825
100,1,99.311134,4.3,1.6,65.93,25,7,0.110734
100,1,10.5811718,4.3,1.6,65.93,35,7,0.0649718
100,1,32.25161,4.3,1.6,65.93,35,7,0.10791
100,1,43.441003,4.3,1.6,65.93,35,7,0.132203
100,1,54.392272,4.3,1.6,65.93,35,7,0.153672
100,1,76.237456,4.3,1.6,65.93,35,7,0.170056
100,1,98.531961,4.3,1.6,65.93,35,7,0.179661
350.8,20,0.5,4.19,1.9,63.55,25,6,0.000482456
350.8,20,0.928571,4.19,1.9,63.55,25,6,0.000745614
350.8,20,4.60714,4.19,1.9,63.55,25,6,0.0029386
16.97,0.5,10,4.26,1.6,112.41,25,3,2.99296
79.51,0.5,10,4.26,1.6,112.41,25,3,2.88732
168.83,0.5,10,4.26,1.6,112.41,25,3,2.74648
16.97,0.5,10,4.01,2.33,207.2,25,3,2.42857
79.51,0.5,10,4.01,2.33,207.2,25,3,2.21429
168.83,0.5,10,4.01,2.33,207.2,25,3,1
45,1,0.661174,4.01,2.33,207.2,25,6.3,0.445347
45,1,1.958949,4.01,2.33,207.2,25,6.3,0.807869
45,1,3.77065,4.01,2.33,207.2,25,6.3,1.25266
45,1,8.13429,4.01,2.33,207.2,25,6.3,2.30695
45,1,16.33003,4.01,2.33,207.2,25,6.3,3.52423
45,1,31.96948,4.01,2.33,207.2,25,6.3,3.91188
96.5,1.18211,20,3.75,1.6,51.996,25,6.2,0.030952
96.5,2.39617,20,3.75,1.6,51.996,25,6.2,0.046884
96.5,3.57827,20,3.75,1.6,51.996,25,6.2,0.0675355
96.5,4.79233,20,3.75,1.6,51.996,25,6.2,0.0778881
96.5,6.00639,20,3.75,1.6,51.996,25,6.2,0.0654938
96.5,7.1885,20,3.75,1.6,51.996,25,6.2,0.0573901
96.5,8.37061,20,3.75,1.6,51.996,25,6.2,0.0492863
150,10,20,4.26,1.6,112.41,25,,0.0122137
150,10,30,4.26,1.6,112.41,25,,0.0171756
150,10,40,4.26,1.6,112.41,25,,0.021374
150,10,60,4.26,1.6,112.41,25,,0.0270992
150,10,80,4.26,1.6,112.41,25,,0.030916
150,10,100,4.26,1.6,112.41,25,,0.0343511
150,10,20,4.26,1.6,112.41,25,,0.0209924
150,10,30,4.26,1.6,112.41,25,,0.0290076
150,10,40,4.26,1.6,112.41,25,,0.0320611
150,10,60,4.26,1.6,112.41,25,,0.039313
150,10,80,4.26,1.6,112.41,25,,0.05
150,10,100,4.26,1.6,112.41,25,,0.0519084
150,0.5,0.1,4.01,2.33,207.2,25,,0.0400844
150,0.5,0.5,4.01,2.33,207.2,25,,0.112869
150,0.5,1,4.01,2.33,207.2,25,,0.171941
150,0.5,2,4.01,2.33,207.2,25,,0.232068
150,0.5,4,4.01,2.33,207.2,25,,0.234177
150,0.5,0.1,4.01,2.33,207.2,25,,0.0979592
150,0.5,0.5,4.01,2.33,207.2,25,,0.20898
150,0.5,1,4.01,2.33,207.2,25,,0.29551
150,0.5,2,4.01,2.33,207.2,25,,0.378776
150,0.5,4,4.01,2.33,207.2,25,,0.367347
725,4,7.18182,4.01,2.33,207.2,25,5,0.0513761
725,4,16.4286,4.01,2.33,207.2,25,5,0.0984709
725,4,25.1558,4.01,2.33,207.2,25,5,0.175535
725,4,33.3636,4.01,2.33,207.2,25,5,0.214067
725,4,42.4026,4.01,2.33,207.2,25,5,0.235474
725,4,20,4.01,2.33,207.2,25,4,0.0491228
725,4,20,4.01,2.33,207.2,25,5,0.0614035
725,4,20,4.01,2.33,207.2,25,6,0.153509
725,4,20,4.01,2.33,207.2,25,7,0.0245614
725,4,20,4.01,2.33,207.2,25,5,1.04527
725,4,20,4.01,2.33,207.2,25,5,0.650206
725,4,20,4.01,2.33,207.2,25,5,0.18107
725,4,20,4.01,2.33,207.2,25,5,0.060392
725,4,20,4.01,2.33,207.2,25,5,0.0349235
725,4,20,4.01,2.33,207.2,25,5,0.0364716
725,4,7.28571,4.01,2.33,207.2,25,5,0.35107
725,4,16.4286,4.01,2.33,207.2,25,5,0.560856
725,4,25.1558,4.01,2.33,207.2,25,5,0.719266
725,4,33.3636,4.01,2.33,207.2,25,5,0.736391
725,4,42.4026,4.01,2.33,207.2,25,5,0.800612
725,4,7.28571,4.01,2.33,207.2,25,5,0.406728
725,4,16.4286,4.01,2.33,207.2,25,5,0.659327
725,4,25.1558,4.01,2.33,207.2,25,5,0.847706
725,4,33.3636,4.01,2.33,207.2,25,5,0.886239
725,4,42.4026,4.01,2.33,207.2,25,5,1.01896
725,4,7.28571,4.01,2.33,207.2,25,5,0.466667
725,4,16.4286,4.01,2.33,207.2,25,5,0.899083
725,4,25.1558,4.01,2.33,207.2,25,5,0.993272
725,4,33.3636,4.01,2.33,207.2,25,5,1.15596
725,4,42.4026,4.01,2.33,207.2,25,5,1.20734
725,4,7.28571,4.01,2.33,207.2,25,5,0.530887
725,4,16.5325,4.01,2.33,207.2,25,5,0.924771
725,4,25.1558,4.01,2.33,207.2,25,5,1.13884
725,4,33.3636,4.01,2.33,207.2,25,5,1.36575
725,4,42.4026,4.01,2.33,207.2,25,5,1.34862
725,4,20,4.01,2.33,207.2,25,5,0.638596
725,4,20,4.01,2.33,207.2,25,5,1.19737
725,4,20,4.01,2.33,207.2,25,5,1.27105
725,4,20,4.01,2.33,207.2,25,5,0.159649
725,4,20,4.01,2.33,207.2,25,5,1.95885
725,4,20,4.01,2.33,207.2,25,5,1.11934
725,4,20,4.01,2.33,207.2,25,5,0.962963
725,4,20,4.01,2.33,207.2,25,5,0.896875
725,4,20,4.01,2.33,207.2,25,5,0.538834
725,4,20,4.01,2.33,207.2,25,5,0.436943
0.01051,0.4,8.8868,4.01,2.33,207.2,15,6,10.5098
0.01051,0.4,14.1444,4.01,2.33,207.2,15,6,11.3725
0.01051,0.4,23.2359,4.01,2.33,207.2,15,6,12.1176
0.01051,0.4,29.2978,4.01,2.33,207.2,15,6,12.6471
0.01051,0.4,39.7697,4.01,2.33,207.2,15,6,12.8824
0.01051,0.4,6.88525,4.01,2.33,207.2,25,6,11.1643
0.01051,0.4,12.9098,4.01,2.33,207.2,25,6,11.9783
0.01051,0.4,20.041,4.01,2.33,207.2,25,6,12.7498
0.01051,0.4,30,4.01,2.33,207.2,25,6,13.0593
0.01051,0.4,38.4836,4.01,2.33,207.2,25,6,13.4742
0.01051,0.4,6.43434,4.01,2.33,207.2,35,6,11.5333
0.01051,0.4,10.5262,4.01,2.33,207.2,35,6,12.3333
0.01051,0.4,19.5475,4.01,2.33,207.2,35,6,12.9733
0.01051,0.4,23.2234,4.01,2.33,207.2,35,6,14.0933
0.01051,0.4,32.5544,4.01,2.33,207.2,35,6,14.6267
0.007961,0.4,12.0041,4.01,2.33,207.2,15,6,9.7451
0.007961,0.4,17.2612,4.01,2.33,207.2,15,6,10.5882
0.007961,0.4,26.3526,4.01,2.33,207.2,15,6,11.3333
0.007961,0.4,34.0316,4.01,2.33,207.2,15,6,11.4902
0.007961,0.4,40.9154,4.01,2.33,207.2,15,6,12.2941
0.007961,0.4,8.60656,4.01,2.33,207.2,25,6,10.7028
0.007961,0.4,14.6311,4.01,2.33,207.2,25,6,11.5168
0.007961,0.4,23.7295,4.01,2.33,207.2,25,6,11.8057
0.007961,0.4,31.9672,4.01,2.33,207.2,25,6,12.5558
0.007961,0.4,40.6967,4.01,2.33,207.2,25,6,12.9287
0.007961,0.4,8.90818,4.01,2.33,207.2,35,6,10.92
0.007961,0.4,13.0001,4.01,2.33,207.2,35,6,11.72
0.007961,0.4,21.9183,4.01,2.33,207.2,35,6,12.3867
0.007961,0.4,27.2428,4.01,2.33,207.2,35,6,13.1333
0.007961,0.4,35.1314,4.01,2.33,207.2,35,6,13.9867
150,1,0.1,3.75,1.6,51.996,22,,0.00288
225,5,5,4.01,2.33,207.2,25,5,0.271646
225,5,10,4.01,2.33,207.2,25,5,0.378659
225,5,15,4.01,2.33,207.2,25,5,0.460976
225,5,20,4.01,2.33,207.2,25,5,0.510366
225,5,25,4.01,2.33,207.2,25,5,0.521341
225,5,15,4.01,2.33,207.2,25,2,0.2525
225,5,15,4.01,2.33,207.2,25,3,0.305
225,5,15,4.01,2.33,207.2,25,4,0.375
225,5,15,4.01,2.33,207.2,25,5,0.465
225,5,15,4.01,2.33,207.2,25,6,0.5325
225,5,15,4.01,2.33,207.2,25,5,0.447645
225,5,15,4.01,2.33,207.2,25,5,0.367867
225,5,15,4.01,2.33,207.2,25,5,0.279224
225,5,15,4.01,2.33,207.2,25,5,0.435556
225,5,15,4.01,2.33,207.2,25,5,0.334444
225,5,15,4.01,2.33,207.2,25,5,0.293611
225,5,15,4.01,2.33,207.2,25,5,0.235278
225,5,15,4.01,2.33,207.2,25,5,0.208056
225,5,5,4.01,2.33,207.2,25,5,0.482927
225,5,10,4.01,2.33,207.2,25,5,0.631098
225,5,15,4.01,2.33,207.2,25,5,0.699695
225,5,20,4.01,2.33,207.2,25,5,0.771037
225,5,25,4.01,2.33,207.2,25,5,0.80122
225,5,15,4.01,2.33,207.2,25,2,0.44
225,5,15,4.01,2.33,207.2,25,3,0.565
225,5,15,4.01,2.33,207.2,25,4,0.615
225,5,15,4.01,2.33,207.2,25,5,0.71
225,5,15,4.01,2.33,207.2,25,6,0.7975
225,5,15,4.01,2.33,207.2,25,5,0.640443
225,5,15,4.01,2.33,207.2,25,5,0.565097
225,5,15,4.01,2.33,207.2,25,5,0.443213
225,5,15,4.01,2.33,207.2,25,5,0.637778
225,5,15,4.01,2.33,207.2,25,5,0.579444
225,5,15,4.01,2.33,207.2,25,5,0.513333
225,5,15,4.01,2.33,207.2,25,5,0.453056
225,5,15,4.01,2.33,207.2,25,5,0.406389
11,1,2.124368,4.26,1.6,112.41,25,,0.282258
11,1,4.104307,4.26,1.6,112.41,25,,0.735887
11,1,5.98069,4.26,1.6,112.41,25,,1.27016
11,1,7.78481,4.26,1.6,112.41,25,,1.65323
11,1,9.26581,4.26,1.6,112.41,25,,1.84476
11,1,10.7065,4.26,1.6,112.41,25,,1.99597
112.5,1,0.1309035,4.19,1.9,63.55,25,5.5,0.0356654
112.5,1,0.911149,4.19,1.9,63.55,25,5.5,0.117498
112.5,1,1.952181,4.19,1.9,63.55,25,5.5,0.142661
112.5,1,5.198892,4.19,1.9,63.55,25,5.5,0.151272
112.5,1,8.303267,4.19,1.9,63.55,25,5.5,0.144537
112.5,1,10.524395,4.19,1.9,63.55,25,5.5,0.143395
112.5,1,8,4.19,1.9,63.55,25,3,0.00222222
112.5,1,8,4.19,1.9,63.55,25,4,0.00888889
112.5,1,8,4.19,1.9,63.55,25,5,0.0172222
112.5,1,8,4.19,1.9,63.55,25,6.5,0.0225
112.5,1,8,4.19,1.9,63.55,25,7,0.0222222
112.5,1,8,4.19,1.9,63.55,25,7.5,0.0213889
112.5,1,8,4.19,1.9,63.55,25,8,0.0158333
112.5,1,8,4.19,1.9,63.55,25,8.5,0.0102778
400,0.4,10,4.19,1.9,63.55,25,,2.27
400,0.4,10,4.19,1.9,63.55,25,,5.56
400,0.4,10,4.3,1.6,65.93,25,,2.03
400,0.4,10,4.3,1.6,65.93,25,,10.93
125,25,1,4.01,2.33,207.2,,,0.0250696
125,25,1,3.75,1.6,51.996,,,0.00977199
125,25,3,3.75,1.6,51.996,,,0.0977199
75,4,1,4.19,1.9,63.55,25,5,0.0969934
75,4,2,4.19,1.9,63.55,25,5,0.166702
75,4,5,4.19,1.9,63.55,25,5,0.314017
75,4,10,4.19,1.9,63.55,25,5,0.434575
75,4,20,4.19,1.9,63.55,25,5,0.640931
75,4,5,4.19,1.9,63.55,25,1,0.147143
75,4,5,4.19,1.9,63.55,25,2,0.215714
75,4,5,4.19,1.9,63.55,25,3,0.267143
75,4,5,4.19,1.9,63.55,25,4,0.318571
75,4,5,4.19,1.9,63.55,25,5,0.322857
75,4,5,4.19,1.9,63.55,25,6,0.327143
75,4,5,4.19,1.9,63.55,25,7,0.307857
75,4,1,4.19,1.9,63.55,25,5,0.112414
75,4,2,4.19,1.9,63.55,25,5,0.209125
75,4,5,4.19,1.9,63.55,25,5,0.557128
75,4,10,4.19,1.9,63.55,25,5,0.882247
75,4,20,4.19,1.9,63.55,25,5,0.95726
75,4,5,4.19,1.9,63.55,25,1,0.192143
75,4,5,4.19,1.9,63.55,25,2,0.269286
75,4,5,4.19,1.9,63.55,25,3,0.393571
75,4,5,4.19,1.9,63.55,25,4,0.49
75,4,5,4.19,1.9,63.55,25,5,0.569286
75,4,5,4.19,1.9,63.55,25,6,0.515714
75,4,5,4.19,1.9,63.55,25,7,0.468571
,0.005,20,,2,200.59,25,7,6.91358
,0.005,20,,2,200.59,25,7,17.716
,0.005,5,,2,200.59,25,1,0.173913
,0.005,5,,2,200.59,25,2,0.231884
,0.005,5,,2,200.59,25,3,0.347826
,0.005,5,,2,200.59,25,4,0.57971
,0.005,5,,2,200.59,25,5,1.50725
,0.005,5,,2,200.59,25,6,3.07246
,0.005,5,,2,200.59,25,7,4.17391
,0.005,5,,2,200.59,25,8,4.4058
,0.005,5,,2,200.59,25,9,4.57971
,0.005,5,,2,200.59,25,10,4.4058
,0.005,5,,2,200.59,25,11,3.13043
,0.005,5,,2,200.59,25,12,1.73913
,1,1,4.19,1.9,63.55,25,6,0.171958
,1,3,4.19,1.9,63.55,25,6,0.595238
,1,5,4.19,1.9,63.55,25,6,0.965608
,1,10,4.19,1.9,63.55,25,6,1.26984
,1,15,4.19,1.9,63.55,25,6,1.8254
,1,20,4.19,1.9,63.55,25,6,2.28836
,1,25,4.19,1.9,63.55,25,6,2.56614
,1,30,4.19,1.9,63.55,25,6,2.72487
,1,1,4.19,1.9,63.55,25,6,0.396825
,1,3,4.19,1.9,63.55,25,6,1.0582
,1,5,4.19,1.9,63.55,25,6,1.52116
,1,10,4.19,1.9,63.55,25,6,1.86508
,1,15,4.19,1.9,63.55,25,6,2.79101
,1,20,4.19,1.9,63.55,25,6,3.57143
,1,25,4.19,1.9,63.55,25,6,4.16667
,1,30,4.19,1.9,63.55,25,6,4.41799
14.6622,0.5,0.025,4.01,2.33,207.2,25,,0.0154286
14.6622,0.5,0.05,4.01,2.33,207.2,25,,0.0203571
14.6622,0.5,0.075,4.01,2.33,207.2,25,,0.0226071
14.6622,0.5,0.1,4.01,2.33,207.2,25,,0.0231429
14.6622,0.5,0.05,4.01,2.33,207.2,30,,0.0210879
14.6622,0.5,0.05,4.01,2.33,207.2,35,,0.0225941
14.6622,0.5,0.05,4.01,2.33,207.2,25,,0.0109374
14.6622,0.5,0.05,4.01,2.33,207.2,25,,0.00531226
14.6622,0.5,0.05,4.01,2.33,207.2,25,,0.00233415
14.6622,0.5,0.025,4.19,1.9,63.55,25,,0.0114643
14.6622,0.5,0.05,4.19,1.9,63.55,25,,0.0154286
14.6622,0.5,0.075,4.19,1.9,63.55,25,,0.0185357
14.6622,0.5,0.1,4.19,1.9,63.55,25,,0.0213214
14.6622,0.5,0.05,4.19,1.9,63.55,30,,0.0211111
14.6622,0.5,0.05,4.19,1.9,63.55,35,,0.0227778
14.6622,0.5,0.05,4.19,1.9,63.55,25,,0.00931034
14.6622,0.5,0.05,4.19,1.9,63.55,25,,0.00554187
14.6622,0.5,0.05,4.19,1.9,63.55,25,,0.00347291
14.6622,0.5,0.025,,1.6,51.996,25,,0.00857143
14.6622,0.5,0.05,,1.6,51.996,25,,0.0132857
14.6622,0.5,0.075,,1.6,51.996,25,,0.0171429
14.6622,0.5,0.1,,1.6,51.996,25,,0.0186429
14.6622,0.5,0.05,,1.6,51.996,30,,0.0178571
14.6622,0.5,0.05,,1.6,51.996,35,,0.0200714
14.6622,0.5,0.05,,1.6,51.996,25,,0.00598522
14.6622,0.5,0.05,,1.6,51.996,25,,0.00517241
14.6622,0.5,0.05,,1.6,51.996,25,,0.00376847
14.6622,0.5,0.025,4.26,1.6,112.41,25,,0.00375
14.6622,0.5,0.05,4.26,1.6,112.41,25,,0.00653571
14.6622,0.5,0.075,4.26,1.6,112.41,25,,0.00782143
14.6622,0.5,0.1,4.26,1.6,112.41,25,,0.00878571
14.6622,0.5,0.05,4.26,1.6,112.41,30,,0.00907035
14.6622,0.5,0.05,4.26,1.6,112.41,35,,0.0101759
14.6622,0.5,0.05,4.26,1.6,112.41,25,,0.00382199
14.6622,0.5,0.05,4.26,1.6,112.41,25,,0.0021466
14.6622,0.5,0.05,4.26,1.6,112.41,25,,0.00157068
4000,16.7,5,4.01,2.33,207.2,25,,0.000630435
4000,16.7,5,4.01,2.33,207.2,25,,0.000223776
2000,16.7,5,4.01,2.33,207.2,25,,8.60335E-05
3000,16.7,5,4.01,2.33,207.2,25,,5.30726E-05
4000,16.7,5,4.01,2.33,207.2,25,,4.35754E-05
5000,16.7,5,4.01,2.33,207.2,25,,2.17877E-05
4000,16.7,5,4.19,1.9,63.55,25,,0.000213043
4000,16.7,5,4.19,1.9,63.55,25,,0.000184615
2000,16.7,5,4.19,1.9,63.55,25,,5.81006E-05
3000,16.7,5,4.19,1.9,63.55,25,,5.47486E-05
4000,16.7,5,4.19,1.9,63.55,25,,3.74302E-05
5000,16.7,5,4.19,1.9,63.55,25,,1.67598E-05
4000,16.7,5,4.26,1.6,112.41,25,,0.000108696
4000,16.7,5,4.26,1.6,112.41,25,,0.0503497
2000,16.7,5,4.26,1.6,112.41,25,,1.06145E-05
3000,16.7,5,4.26,1.6,112.41,25,,3.91061E-06
4000,16.7,5,4.26,1.6,112.41,25,,3.35196E-06
5000,16.7,5,4.26,1.6,112.41,25,,3.91061E-06
