SSA,MP concentration,HM concentration,Hydrated radius,Electronegativity,Molar mass,Temperature,pH,Qm
4000,16.7,5,4.19,1.9,63.55,25,,2.17E-05
4000,16.7,5,4.19,1.9,63.55,25,,1.12E-05
4000,16.7,5,4.26,1.6,112.41,25,,4.35E-06
4000,16.7,5,4.26,1.6,112.41,25,,5.59E-06
0.003316,0.4,9.22709,4.01,2.33,207.2,15,6,10.2157
0.003316,0.4,15.0678,4.01,2.33,207.2,15,6,11.1373
0.003316,0.4,22.4168,4.01,2.33,207.2,15,6,11.9412
0.003316,0.4,31.0323,4.01,2.33,207.2,15,6,12.3137
0.003316,0.4,40.4628,4.01,2.33,207.2,15,6,12.7255
0.003316,0.4,7.86885,4.01,2.33,207.2,25,6,10.9126
0.003316,0.4,13.4016,4.01,2.33,207.2,25,6,11.8315
0.003316,0.4,22.377,4.01,2.33,207.2,25,6,12.1624
0.003316,0.4,30.7377,4.01,2.33,207.2,25,6,12.8705
0.003316,0.4,39.8361,4.01,2.33,207.2,25,6,13.1176
0.003316,0.4,6.02744,4.01,2.33,207.2,35,6,11.32
0.003316,0.4,11.1475,4.01,2.33,207.2,35,6,12.0133
0.003316,0.4,18.8318,4.01,2.33,207.2,35,6,12.8133
0.003316,0.4,24.6695,4.01,2.33,207.2,35,6,13.56
0.003316,0.4,33.178,4.01,2.33,207.2,35,6,14.1733
0.004103,0.4,6.57091,4.01,2.33,207.2,15,6,10.8431
0.004103,0.4,13.4502,4.01,2.33,207.2,15,6,11.4902
0.004103,0.4,20.2229,4.01,2.33,207.2,15,6,12.4706
0.004103,0.4,29.4163,4.01,2.33,207.2,15,6,12.7255
0.004103,0.4,39.3086,4.01,2.33,207.2,15,6,13.0196
0.004103,0.4,5.16393,4.01,2.33,207.2,25,6,11.5421
0.004103,0.4,11.6803,4.01,2.33,207.2,25,6,12.2511
0.004103,0.4,19.1803,4.01,2.33,207.2,25,6,12.9597
0.004103,0.4,27.0492,4.01,2.33,207.2,25,6,13.7728
0.004103,0.4,36.6393,4.01,2.33,207.2,25,6,13.9568
0.004103,0.4,8.46751,4.01,2.33,207.2,35,6,12.68
0.004103,0.4,15.7403,4.01,2.33,207.2,35,6,13.5333
0.004103,0.4,21.5771,4.01,2.33,207.2,35,6,14.3333
0.004103,0.4,29.7773,4.01,2.33,207.2,35,6,14.9733
150,1,0.1,3.75,1.6,51.996,22,,0.00382
150,5,5,4.01,2.33,207.2,25,5,0.107012
150,5,10,4.01,2.33,207.2,25,5,0.225
150,5,15,4.01,2.33,207.2,25,5,0.279878
150,5,20,4.01,2.33,207.2,25,5,0.312805
150,5,25,4.01,2.33,207.2,25,5,0.32378
150,5,15,4.01,2.33,207.2,25,2,0.1025
150,5,15,4.01,2.33,207.2,25,3,0.1475
150,5,15,4.01,2.33,207.2,25,4,0.2175
150,5,15,4.01,2.33,207.2,25,5,0.2875
150,5,15,4.01,2.33,207.2,25,6,0.335
150,5,15,4.01,2.33,207.2,25,5,0.268144
150,5,15,4.01,2.33,207.2,25,5,0.192798
150,5,15,4.01,2.33,207.2,25,5,0.115235
150,5,15,4.01,2.33,207.2,25,5,0.254722
150,5,15,4.01,2.33,207.2,25,5,0.190556
150,5,15,4.01,2.33,207.2,25,5,0.149722
150,5,15,4.01,2.33,207.2,25,5,0.112778
150,5,15,4.01,2.33,207.2,25,5,0.0738889
150,5,5,4.01,2.33,207.2,25,5,0.304573
150,5,10,4.01,2.33,207.2,25,5,0.444512
150,5,15,4.01,2.33,207.2,25,5,0.54878
150,5,20,4.01,2.33,207.2,25,5,0.606402
150,5,25,4.01,2.33,207.2,25,5,0.62561
150,5,15,4.01,2.33,207.2,25,2,0.315
150,5,15,4.01,2.33,207.2,25,3,0.4275
150,5,15,4.01,2.33,207.2,25,4,0.4725
150,5,15,4.01,2.33,207.2,25,5,0.555
150,5,15,4.01,2.33,207.2,25,6,0.62
150,5,15,4.01,2.33,207.2,25,5,0.514127
150,5,15,4.01,2.33,207.2,25,5,0.438781
150,5,15,4.01,2.33,207.2,25,5,0.290305
150,5,15,4.01,2.33,207.2,25,5,0.509444
150,5,15,4.01,2.33,207.2,25,5,0.460833
150,5,15,4.01,2.33,207.2,25,5,0.406389
150,5,15,4.01,2.33,207.2,25,5,0.330556
150,5,15,4.01,2.33,207.2,25,5,0.289722
1000,12.5,4.52196,4.01,2.33,207.2,25,5,0.0795455
1000,12.5,9.04393,4.01,2.33,207.2,25,5,0.111364
1000,12.5,20.0258,4.01,2.33,207.2,25,5,0.134091
1000,12.5,43.2817,4.01,2.33,207.2,25,5,0.164773
1000,12.5,65.2455,4.01,2.33,207.2,25,5,0.209091
1000,12.5,111.757,4.01,2.33,207.2,25,5,0.253409
1000,12.5,179.587,4.01,2.33,207.2,25,5,0.254545
1000,12.5,226.098,4.01,2.33,207.2,25,5,0.257955
1000,12.5,5.68182,4.01,2.33,207.2,5,5,0.0908108
1000,12.5,10.2273,4.01,2.33,207.2,5,5,0.127568
1000,12.5,20.4545,4.01,2.33,207.2,5,5,0.201081
1000,12.5,43.1818,4.01,2.33,207.2,5,5,0.265946
1000,12.5,65.9091,4.01,2.33,207.2,5,5,0.300541
1000,12.5,110.227,4.01,2.33,207.2,5,5,0.332973
1000,12.5,179.545,4.01,2.33,207.2,5,5,0.354595
1000,12.5,225,4.01,2.33,207.2,5,5,0.363243
1000,12.5,5.68182,4.01,2.33,207.2,45,5,0.0281081
1000,12.5,11.3636,4.01,2.33,207.2,45,5,0.0756757
1000,12.5,21.5909,4.01,2.33,207.2,45,5,0.105946
1000,12.5,44.3182,4.01,2.33,207.2,45,5,0.136216
1000,12.5,67.0455,4.01,2.33,207.2,45,5,0.168649
1000,12.5,112.5,4.01,2.33,207.2,45,5,0.183784
1000,12.5,180.682,4.01,2.33,207.2,45,5,0.207568
1000,12.5,226.136,4.01,2.33,207.2,45,5,0.237838
286.7,1,4.98339,4.01,2.33,207.2,25,,0.827586
286.7,1,9.96678,4.01,2.33,207.2,25,,1.37931
286.7,1,19.9336,4.01,2.33,207.2,25,,1.44828
286.7,1,49.8339,4.01,2.33,207.2,25,,1.51724
286.7,1,100,4.01,2.33,207.2,25,,1.58621
129,25,200,4.01,2.33,207.2,25,7.21,0.00157068
129,25,200,4.3,1.6,65.93,25,7.21,0.0022449
293,25,200,4.01,2.33,207.2,25,7.21,0.00154085
293,25,200,4.3,1.6,65.93,25,7.21,0.00223018
48,2,1,3.75,1.6,51.996,25,5,0.0313398
48,2,5,3.75,1.6,51.996,25,5,0.122549
48,2,10,3.75,1.6,51.996,25,5,0.137255
48,2,20,3.75,1.6,51.996,25,5,0.370098
48,2,1,3.75,1.6,51.996,25,5,0.020178
48,2,1,3.75,1.6,51.996,25,5,0.0142433
48,2,1,3.75,1.6,51.996,25,5,0.00949555
48,2,1,3.75,1.6,51.996,25,5,0.00949555
48,2,1,3.75,1.6,51.996,25,5,0.0572857
48,2,1,3.75,1.6,51.996,25,5,0.072384
48,2,1,4.61,1.6,51.996,25,5,0.156667
204.7,20,0.5,4.19,1.9,63.55,25,6,0.000263158
204.7,20,2.14286,4.19,1.9,63.55,25,6,0.000964912
204.7,20,4.64286,4.19,1.9,63.55,25,6,0.00192982
,1,20,4.01,2.33,207.2,25,6,19.6283
,1,40,4.01,2.33,207.2,25,6,39.7026
,1,60,4.01,2.33,207.2,25,6,57.5465
,1,80,4.01,2.33,207.2,25,6,78.513
,1,100,4.01,2.33,207.2,25,6,97.2491
,1,120,4.01,2.33,207.2,25,6,101.71
,1,140,4.01,2.33,207.2,25,6,110.186
,1,160,4.01,2.33,207.2,25,6,111.078
,1,20,4.26,1.6,112.41,25,6,18.29
,1,40,4.26,1.6,112.41,25,6,31.6729
,1,60,4.26,1.6,112.41,25,6,40.5948
,1,80,4.26,1.6,112.41,25,6,47.7323
,1,100,4.26,1.6,112.41,25,6,52.1933
,1,120,4.26,1.6,112.41,25,6,52.6394
,1,20,4.19,1.9,63.55,25,6,9.81413
,1,40,4.19,1.9,63.55,25,6,15.1673
,1,60,4.19,1.9,63.55,25,6,22.3048
,1,80,4.19,1.9,63.55,25,6,26.7658
,1,100,4.19,1.9,63.55,25,6,27.2119
720,0.5,8.972195,4.01,2.33,207.2,25,6,1.31073
720,0.5,18.86674,4.01,2.33,207.2,25,6,2.48588
720,0.5,28.39641,4.01,2.33,207.2,25,6,3.52542
720,0.5,41.863885,4.01,2.33,207.2,25,6,4.51977
720,0.5,48.746075,4.01,2.33,207.2,25,6,5.01695
720,0.5,9.35827,4.01,2.33,207.2,25,6,11.3898
720,0.5,19.24095,4.01,2.33,207.2,25,6,13.3333
720,0.5,28.62315,4.01,2.33,207.2,25,6,14.8701
720,0.5,42.1724,4.01,2.33,207.2,25,6,16.226
720,0.5,48.8932,4.01,2.33,207.2,25,6,16.9944
,10,10,4.26,1.6,112.41,25,6,0.236111
,10,10,4.01,2.33,207.2,25,6,0.352778
,10,10,4.3,1.6,65.93,25,6,0.111111
,10,10,4.19,1.9,63.55,25,6,0.0847222
,10,10,4.04,1.91,58.69,25,6,0.025
,10,10,4.23,1.8,58.93,25,6,0.0819444
1000,25,1,4.19,1.9,63.55,25,3,0.000016416
1000,25,1,4.19,1.9,63.55,25,5,0.000020448
1000,25,1,4.19,1.9,63.55,25,7,0.000027072
1000,25,1,4.19,1.9,63.55,25,9,0.000025344
1000,25,1,4.19,1.9,63.55,25,11,0.000021888
1000,25,1,4.19,1.9,63.55,25,7,0.000095122
1000,25,1,4.19,1.9,63.55,25,7,0.000129878
1000,25,1,4.19,1.9,63.55,25,7,0.000214024
1000,25,1,4.19,1.9,63.55,25,7,8.60E-05
1000,25,1,4.19,1.9,63.55,25,7,5.30E-05
1000,25,1,4.19,1.9,63.55,25,7,4.27E-05
1000,25,1,4.19,1.9,63.55,25,7,0.000109756
1000,25,1,4.19,1.9,63.55,25,7,0.000121951
1000,25,1,4.19,1.9,63.55,25,7,0.000155488
1000,25,1,4.26,1.6,112.41,25,3,0.000004032
1000,25,1,4.26,1.6,112.41,25,5,0.000004608
1000,25,1,4.26,1.6,112.41,25,7,0.000006912
1000,25,1,4.26,1.6,112.41,25,9,0.000006048
1000,25,1,4.26,1.6,112.41,25,11,0.000004032
1000,25,1,4.26,1.6,112.41,25,7,0.000047561
1000,25,1,4.26,1.6,112.41,25,7,5.85E-05
1000,25,1,4.26,1.6,112.41,25,7,8.41E-05
1000,25,1,4.26,1.6,112.41,25,7,6.95E-05
1000,25,1,4.26,1.6,112.41,25,7,2.20E-05
1000,25,1,4.26,1.6,112.41,25,7,6.10E-06
1000,25,1,4.26,1.6,112.41,25,7,9.15E-06
1000,25,1,4.26,1.6,112.41,25,7,1.22E-05
1000,25,1,4.26,1.6,112.41,25,7,1.83E-05
1000,25,1,4.01,2.33,207.2,25,3,0.000025632
1000,25,1,4.01,2.33,207.2,25,5,0.000031392
1000,25,1,4.01,2.33,207.2,25,7,0.000038592
1000,25,1,4.01,2.33,207.2,25,9,0.000034272
1000,25,1,4.01,2.33,207.2,25,11,0.000029376
1000,25,1,4.01,2.33,207.2,25,7,9.88E-05
1000,25,1,4.01,2.33,207.2,25,7,0.00010061
1000,25,1,4.01,2.33,207.2,25,7,0.000137195
1000,25,1,4.01,2.33,207.2,25,7,0.000179268
1000,25,1,4.01,2.33,207.2,25,7,0.000193902
1000,25,1,4.01,2.33,207.2,25,7,0.000121951
1000,25,1,4.01,2.33,207.2,25,7,0.000125
1000,25,1,4.01,2.33,207.2,25,7,0.000170732
1000,25,1,4.01,2.33,207.2,25,7,0.000402439
150,5,0.966234,3.75,1.6,51.996,5,4,0.0218182
150,5,1.9311645,3.75,1.6,51.996,5,4,0.0290909
150,5,4.0207765,3.75,1.6,51.996,5,4,0.0327273
150,5,5.967528,3.75,1.6,51.996,5,4,0.0363636
150,5,7.98571,3.75,1.6,51.996,5,4,0.04
150,5,9.98571,3.75,1.6,51.996,5,4,0.04
150,5,14.9857,3.75,1.6,51.996,5,4,0.04
150,5,20.0402455,3.75,1.6,51.996,5,4,0.0509091
150,5,2.012619,3.75,1.6,51.996,15,4,0.0181818
150,5,3.9888745,3.75,1.6,51.996,15,4,0.0290909
150,5,6.0711065,3.75,1.6,51.996,15,4,0.0327273
150,5,10.111422,3.75,1.6,51.996,15,4,0.0436364
150,5,14.8452455,3.75,1.6,51.996,15,4,0.0509091
150,5,19.9880275,3.75,1.6,51.996,15,4,0.0545455
150,5,0.966234,3.75,1.6,51.996,25,4,0.0218182
150,5,1.98571,3.75,1.6,51.996,25,4,0.04
150,5,3.98571,3.75,1.6,51.996,25,4,0.04
150,5,6.0220735,3.75,1.6,51.996,25,4,0.0472727
150,5,10.094801,3.75,1.6,51.996,25,4,0.0618182
150,5,14.6857,3.75,1.6,51.996,25,4,0.08
150,5,20.1870275,3.75,1.6,51.996,25,4,0.0945455
150,5,0.88678265,3.75,1.6,51.996,35,4,0.00727273
150,5,1.933269,3.75,1.6,51.996,35,4,0.0181818
150,5,4.149711,3.75,1.6,51.996,35,4,0.0218182
150,5,6.1003245,3.75,1.6,51.996,35,4,0.0290909
150,5,8.2279845,3.75,1.6,51.996,35,4,0.0290909
150,5,10.1428745,3.75,1.6,51.996,35,4,0.0290909
150,5,15.0191,3.75,1.6,51.996,35,4,0.04
150,5,20.073009,3.75,1.6,51.996,35,4,0.0581818
150,5,0.9710235,3.75,1.6,51.996,5,4,0.0547945
150,5,1.9385215,3.75,1.6,51.996,5,4,0.0767123
150,5,3.9224315,3.75,1.6,51.996,5,4,0.0767123
150,5,5.918876,3.75,1.6,51.996,5,4,0.0684932
150,5,7.8777375,3.75,1.6,51.996,5,4,0.0849315
150,5,10.3442275,3.75,1.6,51.996,5,4,0.0849315
150,5,15.290856,3.75,1.6,51.996,5,4,0.0876712
150,5,20.4121535,3.75,1.6,51.996,5,4,0.0931507
150,5,1.9923435,3.75,1.6,51.996,15,4,0.0328767
150,5,3.984677,3.75,1.6,51.996,15,4,0.0657534
150,5,6.015023,3.75,1.6,51.996,15,4,0.0739726
150,5,7.991609,3.75,1.6,51.996,15,4,0.0821918
150,5,10.019886,3.75,1.6,51.996,15,4,0.0684932
150,5,15.0209605,3.75,1.6,51.996,15,4,0.0794521
150,5,19.996645,3.75,1.6,51.996,15,4,0.106849
150,5,1.021117,3.75,1.6,51.996,25,4,0.0219178
150,5,1.988618,3.75,1.6,51.996,25,4,0.0438356
150,5,3.957655,3.75,1.6,51.996,25,4,0.030137
150,5,5.98502,3.75,1.6,51.996,25,4,0.060274
150,5,7.993978,3.75,1.6,51.996,25,4,0.0438356
150,5,10.248337,3.75,1.6,51.996,25,4,0.0657534
150,5,14.9280605,3.75,1.6,51.996,25,4,0.0794521
150,5,20.023055,3.75,1.6,51.996,25,4,0.090411
150,5,1.9897925,3.75,1.6,51.996,35,4,0.0547945
150,5,3.987401,3.75,1.6,51.996,35,4,0.0575342
150,5,5.987369,3.75,1.6,51.996,35,4,0.0821918
150,5,8.22803,3.75,1.6,51.996,35,4,0.10137
150,5,9.95755,3.75,1.6,51.996,35,4,0.10411
150,5,15.51123,3.75,1.6,51.996,35,4,0.142466
150,5,20.00392,3.75,1.6,51.996,35,4,0.161644
11.5,1,2.134013,4.26,1.6,112.41,25,,0.212963
11.5,1,4.101852,4.26,1.6,112.41,25,,0.601852
11.5,1,6.007801,4.26,1.6,112.41,25,,0.981481
11.5,1,7.80361,4.26,1.6,112.41,25,,1.43519
11.5,1,9.26218,4.26,1.6,112.41,25,,1.81481
11.5,1,10.731,4.26,1.6,112.41,25,,1.88889
5,0.2,0.067409414,4.26,1.6,112.41,25,7,0.00273607
5,0.2,0.32554051,4.26,1.6,112.41,25,7,0.00893255
5,0.2,0.55556998,4.26,1.6,112.41,25,7,0.0153849
5,0.2,0.72567794,4.26,1.6,112.41,25,7,0.0213497
5,0.2,1.18187102,4.26,1.6,112.41,25,7,0.0325051
213.5,8,100,3.75,1.6,51.996,25,1.6,0.543144
213.5,8,100,3.75,1.6,51.996,25,2,0.500334
213.5,8,100,3.75,1.6,51.996,25,3,0.470903
213.5,8,100,3.75,1.6,51.996,25,4,0.390635
213.5,8,100,3.75,1.6,51.996,25,5,0.222074
213.5,8,100,3.75,1.6,51.996,25,6,0.179264
213.5,8,100,3.75,1.6,51.996,25,7,0.141806
213.5,8,100,3.75,1.6,51.996,25,8,0.109699
213.5,8,100,3.75,1.6,51.996,25,9,0.107023
213.5,2,100,3.75,1.6,51.996,25,6,0.03663
213.5,4,100,3.75,1.6,51.996,25,6,0.10989
213.5,6,100,3.75,1.6,51.996,25,6,0.14652
213.5,8,100,3.75,1.6,51.996,25,6,0.14652
213.5,10,100,3.75,1.6,51.996,25,6,0.25641
213.5,12,100,3.75,1.6,51.996,25,6,0.32967
213.5,14,100,3.75,1.6,51.996,25,6,0.32967
20,3,10,4.01,2.33,207.2,25,5.5,1.64865
20,3,10,4.26,1.6,112.41,25,5.5,1.333333333
20,3,10,4.19,1.9,63.55,25,5.5,0.936936667
20,3,10,4.3,1.6,65.93,25,5.5,0.315315333
20,3,10,4.26,1.6,112.41,25,5.5,0.207207333
20,3,10,4.04,1.91,58.69,25,5.5,0.55856
20,3,50,4.01,2.33,207.2,25,5.5,5.1682
20,3,50,4.26,1.6,112.41,25,5.5,4.006416667
20,3,50,4.19,1.9,63.55,25,5.5,2.72305
20,3,50,4.3,1.6,65.93,25,5.5,1.317946667
20,3,50,4.26,1.6,112.41,25,5.5,0.521195
20,3,50,4.04,1.91,58.69,25,5.5,1.54919
20,3,100,4.01,2.33,207.2,25,5.5,9.027766667
20,3,100,4.26,1.6,112.41,25,5.5,5.648133333
20,3,100,4.19,1.9,63.55,25,5.5,4.629633333
20,3,100,4.3,1.6,65.93,25,5.5,2.222223333
20,3,100,4.26,1.6,112.41,25,5.5,0.74074
20,3,100,4.04,1.91,58.69,25,5.5,2.73148
20,3,200,4.01,2.33,207.2,25,5.5,11.16606667
20,3,200,4.26,1.6,112.41,25,5.5,10.24733333
20,3,200,4.19,1.9,63.55,25,5.5,6.784466667
20,3,200,4.3,1.6,65.93,25,5.5,3.250886667
20,3,200,4.26,1.6,112.41,25,5.5,0.918726667
20,3,200,4.04,1.91,58.69,25,5.5,4.028266667
138,25,200,4.3,1.6,65.93,25,7.31,2.43038
138,25,200,4.3,1.6,65.93,25,7.31,2.59241
138,25,200,4.3,1.6,65.93,25,7.31,2.77468
138,25,200,4.01,2.33,207.2,25,7.31,7.4742
138,25,200,4.01,2.33,207.2,25,7.31,7.543
138,25,200,4.01,2.33,207.2,25,7.31,7.65111
138,25,200,4.26,1.6,112.41,25,7.31,7.74074
138,25,200,4.26,1.6,112.41,25,7.31,7.77037
138,25,200,4.26,1.6,112.41,25,7.31,7.79506
19.6,0.5,10,4.26,1.6,112.41,25,3,3.56643
74.65,0.5,10,4.26,1.6,112.41,25,3,3.25175
202.75,0.5,10,4.26,1.6,112.41,25,3,2.51748
19.6,0.5,10,4.01,2.33,207.2,25,3,2.23827
74.65,0.5,10,4.01,2.33,207.2,25,3,1.87726
202.75,0.5,10,4.01,2.33,207.2,25,3,0.397112
40,1,0.4025446,4.19,1.9,63.55,25,6.3,0.0660066
40,1,1.039366,4.19,1.9,63.55,25,6.3,0.19802
40,1,2.149621,4.19,1.9,63.55,25,6.3,0.214521
40,1,4.353623,4.19,1.9,63.55,25,6.3,0.231023
40,1,8.055543,4.19,1.9,63.55,25,6.3,0.231023
40,1,16.064825,4.19,1.9,63.55,25,6.3,0.247525
40,1,1.777062,,1.6,51.996,25,6.3,1.18812
40,1,3.80304,,1.6,51.996,25,6.3,1.69967
40,1,8.90271,,1.6,51.996,25,6.3,3.34983
40,1,16.0412,,1.6,51.996,25,6.3,4.0099
40,1,32.01864,,1.6,51.996,25,6.3,4.42244
40,1,0.747454,4.01,2.33,207.2,25,6.3,0.49505
40,1,1.973213,4.01,2.33,207.2,25,6.3,0.627063
40,1,3.095091,4.01,2.33,207.2,25,6.3,0.907591
40,1,7.92401,4.01,2.33,207.2,25,6.3,1.78218
40,1,16.66751,4.01,2.33,207.2,25,6.3,2.11221
40,1,32.01142,4.01,2.33,207.2,25,6.3,2.22772
40,1,0.668198,4.3,1.6,65.93,25,6.3,0.247525
40,1,1.892336,4.3,1.6,65.93,25,6.3,0.462046
40,1,3.928068,4.3,1.6,65.93,25,6.3,0.478548
40,1,8.06717,4.3,1.6,65.93,25,6.3,0.49505
40,1,16.043448,4.3,1.6,65.93,25,6.3,0.478548
40,1,32.029048,4.3,1.6,65.93,25,6.3,0.478548
0.00923,20,25,4.01,2.33,207.2,25,2,0.289109
0.00923,20,25,4.01,2.33,207.2,25,3,0.332673
0.00923,20,25,4.01,2.33,207.2,25,4,0.382178
0.00923,20,25,4.01,2.33,207.2,25,5,0.415842
0.00923,20,25,4.01,2.33,207.2,25,6,0.532673
0.00923,20,5.005188,4.01,2.33,207.2,25,6,0.212625
0.00923,20,10.05408,4.01,2.33,207.2,25,6,0.233887
0.00923,20,15.05834,4.01,2.33,207.2,25,6,0.215282
0.00923,20,20.0577,4.01,2.33,207.2,25,6,0.21794
0.00923,20,25.2093,4.01,2.33,207.2,25,6,0.260465
0.00923,20,29.96812,4.01,2.33,207.2,25,6,0.374751
0.00923,20,35.0532,4.01,2.33,207.2,25,6,0.47309
0.00923,20,40.08026,4.01,2.33,207.2,25,6,0.590033
0.00923,20,25,4.01,2.33,207.2,25,2,0.257426
0.00923,20,25,4.01,2.33,207.2,25,3,0.306931
0.00923,20,25,4.01,2.33,207.2,25,4,0.354455
0.00923,20,25,4.01,2.33,207.2,25,5,0.356436
0.00923,20,25,4.01,2.33,207.2,25,6,0.459406
5,0.01,0.992366,4.19,1.9,63.55,28,8,3.96
5,0.01,2,4.19,1.9,63.55,28,8,4.68
5,0.01,2.99237,4.19,1.9,63.55,28,8,6.24
5,0.01,3.98473,4.19,1.9,63.55,28,8,6.96
5,0.01,4.99237,4.19,1.9,63.55,28,8,12.6
5,0.01,6,4.19,1.9,63.55,28,8,21.72
150,0.01,0.992366,4.19,1.9,63.55,28,8,2.88
150,0.01,1.98473,4.19,1.9,63.55,28,8,7.56
150,0.01,2.9771,4.19,1.9,63.55,28,8,11.04
150,0.01,3.98473,4.19,1.9,63.55,28,8,10.56
150,0.01,4.99237,4.19,1.9,63.55,28,8,11.4
150,0.01,5.98473,4.19,1.9,63.55,28,8,10.32
925,1.5,0.01,4.19,1.9,63.55,25,,0.003505753
925,1.5,0.01,4.19,1.9,63.55,25,,0.00349006
47.8,7.5,20.913925,4.19,1.9,63.55,25,,1.55875
47.8,7.5,31.27055,4.19,1.9,63.55,25,,1.77458
47.8,7.5,50.35095,4.19,1.9,63.55,25,,3.47722
47.8,7.5,79.9103,4.19,1.9,63.55,25,,4.05276
47.8,7.5,101.671025,4.19,1.9,63.55,25,,6.30695
47.8,7.5,122.22355,4.19,1.9,63.55,25,,7.17026
47.8,7.5,149.208975,4.19,1.9,63.55,25,,6.69065
47.8,7.5,202.357375,4.19,1.9,63.55,25,,7.43405
47.8,7.5,19.761475,4.19,1.9,63.55,25,,0.88729
47.8,7.5,29.470175,4.19,1.9,63.55,25,,0.88729
47.8,7.5,50.5779975,4.19,1.9,63.55,25,,0.983213
47.8,7.5,82.671,4.19,1.9,63.55,25,,1.05516
47.8,7.5,103.5448,4.19,1.9,63.55,25,,1.05516
47.8,7.5,123.2132475,4.19,1.9,63.55,25,,0.959233
47.8,7.5,149.5525325,4.19,1.9,63.55,25,,0.911271
47.8,7.5,202.87985,4.19,1.9,63.55,25,,1.03118
1500,28.57,5,4.26,1.6,112.41,25,7.06,0.0400685
800,28.57,5,4.26,1.6,112.41,25,7.06,0.045
800,28.57,5,4.26,1.6,112.41,25,2,0.0342295
800,28.57,5,4.26,1.6,112.41,25,4,0.0424918
800,28.57,5,4.26,1.6,112.41,25,7.06,0.068459
800,28.57,5,4.26,1.6,112.41,25,8,0.0743607
800,28.57,5,4.26,1.6,112.41,25,10,0.156393
800,28.57,5,4.26,1.6,112.41,25,7.06,0.0110526
800,28.57,5,4.26,1.6,112.41,25,7.06,0.0121053
800,28.57,5,4.26,1.6,112.41,25,7.06,0.0110526
127,28.57,5,4.26,1.6,112.41,25,7.06,0.055274
225,10,1,4.26,1.6,112.41,25,7.6,0.0253326
225,10,2,4.26,1.6,112.41,25,7.6,0.0754744
225,10,3,4.26,1.6,112.41,25,7.6,0.0461836
225,10,4,4.26,1.6,112.41,25,7.6,0.0566092
225,10,5,4.26,1.6,112.41,25,7.6,0.0918574
225,10,10.027,4.26,1.6,112.41,25,7.6,0.0695304
225,10,1.00504,4.26,1.6,112.41,25,7.6,0.0601409
225,10,1.98469,4.26,1.6,112.41,25,7.6,0.12535
225,10,2.9917,4.26,1.6,112.41,25,7.6,0.185491
225,10,3.97155,4.26,1.6,112.41,25,7.6,0.240591
225,10,4.97846,4.26,1.6,112.41,25,7.6,0.305786
225,10,9.96242,4.26,1.6,112.41,25,7.6,0.429621
225,10,0.992701,4.26,1.6,112.41,25,7.6,0.0875912
225,10,2,4.26,1.6,112.41,25,7.6,0.113869
225,10,3.0073,4.26,1.6,112.41,25,7.6,0.134307
225,10,4,4.26,1.6,112.41,25,7.6,0.181022
225,10,5.0073,4.26,1.6,112.41,25,7.6,0.125547
225,10,1.11386,4.26,1.6,112.41,25,7.6,0.08
225,10,3.00743,4.26,1.6,112.41,25,7.6,0.235
225,10,5.12376,4.26,1.6,112.41,25,7.6,0.4
225,10,10.0248,4.26,1.6,112.41,25,7.6,0.615
225,10,20.0495,4.26,1.6,112.41,25,7.6,0.73
225,10,40.099,4.26,1.6,112.41,25,7.6,0.625
15,10,5,4.19,1.9,63.55,25,6,0.04332
15,10,5,4.19,1.9,63.55,25,6,0.0315
15,10,5,4.3,1.6,65.93,25,6,0.2605
15,10,5,4.3,1.6,65.93,25,6,0.02407
125,25,25,3.75,1.6,51.996,,,0.986971
125,25,30,3.75,1.6,51.996,,,1.0798
900,10,5,4.19,1.9,63.55,20,,0.00888398
900,10,5,4.19,1.9,63.55,20,,0.0116022
1500,10,5,4.19,1.9,63.55,20,,0.00606667
1500,10,5,4.19,1.9,63.55,20,,0.00746667
3500,10,5,4.19,1.9,63.55,20,,0.0054
3500,10,5,4.19,1.9,63.55,20,,0.00686667
900,10,5,4.01,2.33,207.2,20,,0.0105882
900,10,5,4.01,2.33,207.2,20,,0.0192513
1500,10,5,4.01,2.33,207.2,20,,0.00684492
1500,10,5,4.01,2.33,207.2,20,,0.0144385
3500,10,5,4.01,2.33,207.2,20,,0.00534759
3500,10,5,4.01,2.33,207.2,20,,0.0113369
900,10,5,3.75,1.6,51.996,20,,0.0402235
900,10,5,3.75,1.6,51.996,20,,0.0502793
1500,10,5,3.75,1.6,51.996,20,,0.0343575
1500,10,5,3.75,1.6,51.996,20,,0.0421788
3500,10,5,3.75,1.6,51.996,20,,0.0296089
3500,10,5,3.75,1.6,51.996,20,,0.0351955
150,8,6.216,4.01,2.33,207.2,,3,0.0102778
150,1,10,4.26,1.6,112.41,25,5,3.00792
150,1,20,4.26,1.6,112.41,25,5,4.01055
150,1,40,4.26,1.6,112.41,25,5,4.11609
150,1,80,4.26,1.6,112.41,25,5,4.32718
150,1,100,4.26,1.6,112.41,25,5,4.37995
150,1,150,4.26,1.6,112.41,25,5,4.80211
150,1,200,4.26,1.6,112.41,25,5,5.48813
150,1,10,4.04,1.91,58.69,25,5,1.4248
150,1,20,4.04,1.91,58.69,25,5,1.89974
150,1,40,4.04,1.91,58.69,25,5,2.37467
150,1,80,4.04,1.91,58.69,25,5,4.32718
150,1,100,4.04,1.91,58.69,25,5,6.80739
150,1,150,4.04,1.91,58.69,25,5,7.54617
