SSA,MP concentration,HM concentration,Hydrated radius,Electronegativity,Molar mass,Temperature,pH,logQmax
1,2,35.6624,4.26,1.6,112.41,30,6,2.585347911
1,2,72.8346,4.26,1.6,112.41,30,6,2.585347911
1,2,110.3634,4.26,1.6,112.41,30,6,2.585347911
1,2,145.271,4.26,1.6,112.41,30,6,2.585347911
1,2,180.9129,4.26,1.6,112.41,30,6,2.585347911
1,2,224.1235,4.26,1.6,112.41,30,6,2.585347911
1,2,36.8152,4.26,1.6,112.41,40,6,2.710625015
1,2,73.1914,4.26,1.6,112.41,40,6,2.710625015
1,2,111.873,4.26,1.6,112.41,40,6,2.710625015
1,2,151.3094,4.26,1.6,112.41,40,6,2.710625015
1,2,186.5945,4.26,1.6,112.41,40,6,2.710625015
1,2,229.4071,4.26,1.6,112.41,40,6,2.710625015
1,2,37.3936,4.01,2.33,207.2,20,6,2.101059355
1,2,79.3311,4.01,2.33,207.2,20,6,2.101059355
1,2,113.4274,4.01,2.33,207.2,20,6,2.101059355
1,2,143.8397,4.01,2.33,207.2,20,6,2.101059355
1,2,176.7203,4.01,2.33,207.2,20,6,2.101059355
1,2,210.4114,4.01,2.33,207.2,20,6,2.101059355
1,2,38.2226,4.01,2.33,207.2,30,6,2.179838928
1,2,80.584,4.01,2.33,207.2,30,6,2.179838928
1,2,116.7309,4.01,2.33,207.2,30,6,2.179838928
1,2,145.4852,4.01,2.33,207.2,30,6,2.179838928
1,2,186.5938,4.01,2.33,207.2,30,6,2.179838928
1,2,221.5252,4.01,2.33,207.2,30,6,2.179838928
1,2,38.634,4.01,2.33,207.2,40,6,2.377670439
1,2,80.9705,4.01,2.33,207.2,40,6,2.377670439
1,2,117.1361,4.01,2.33,207.2,40,6,2.377670439
1,2,150.422,4.01,2.33,207.2,40,6,2.377670439
1,2,196.8786,4.01,2.33,207.2,40,6,2.377670439
1,2,231.3923,4.01,2.33,207.2,40,6,2.377670439
25,0.5,60,4.01,2.33,207.2,45,5.6,2.342027688
25,0.5,80,4.01,2.33,207.2,45,5.6,2.342027688
25,0.5,100,4.01,2.33,207.2,45,5.6,2.342027688
25,0.5,120,4.01,2.33,207.2,45,5.6,2.342027688
25,0.5,140,4.01,2.33,207.2,45,5.6,2.342027688
25,0.5,160,4.01,2.33,207.2,45,5.6,2.342027688
25,0.5,180,4.01,2.33,207.2,45,5.6,2.342027688
0.5,0.1,15.21525,3.75,1.6,51.996,25,4,1.938719815
0.5,0.1,27.0795,3.75,1.6,51.996,25,4,1.938719815
0.5,0.1,79.04415,3.75,1.6,51.996,25,4,1.938719815
0.5,0.1,108.68619,3.75,1.6,51.996,25,4,1.938719815
0.5,0.1,306.71524,3.75,1.6,51.996,25,4,1.938719815
0.5,0.1,709.33891,3.75,1.6,51.996,25,4,1.938719815
0.00035,2,50,4.04,1.91,58.69,30,6,2.281487888
0.00035,2,100,4.04,1.91,58.69,30,6,2.281487888
0.00035,2,150,4.04,1.91,58.69,30,6,2.281487888
0.00035,2,200,4.04,1.91,58.69,30,6,2.281487888
0.00035,2,250,4.04,1.91,58.69,30,6,2.281487888
0.00035,2,300,4.04,1.91,58.69,30,6,2.281487888
0.00035,2,50,4.3,1.6,65.93,30,6,2.392872745
0.00035,2,100,4.3,1.6,65.93,30,6,2.392872745
0.00035,2,150,4.3,1.6,65.93,30,6,2.392872745
0.00035,2,200,4.3,1.6,65.93,30,6,2.392872745
0.00035,2,250,4.3,1.6,65.93,30,6,2.392872745
0.00035,2,300,4.3,1.6,65.93,30,6,2.392872745
,3,50,4.01,2.33,207.2,25,5,2.063558518
,3,100,4.01,2.33,207.2,25,5,2.063558518
,3,200,4.01,2.33,207.2,25,5,2.063558518
,3,300,4.01,2.33,207.2,25,5,2.063558518
,3,400,4.01,2.33,207.2,25,5,2.063558518
,3,500,4.01,2.33,207.2,25,5,2.063558518
100,1,10.6143067,4.19,1.9,63.55,15,7,2.525666634
100,1,32.295979,4.19,1.9,63.55,15,7,2.525666634
100,1,43.120803,4.19,1.9,63.55,15,7,2.525666634
100,1,54.173843,4.19,1.9,63.55,15,7,2.525666634
100,1,76.252112,4.19,1.9,63.55,15,7,2.525666634
100,1,98.10291,4.19,1.9,63.55,15,7,2.525666634
100,1,10.6345315,4.19,1.9,63.55,25,7,2.553312489
100,1,31.651042,4.19,1.9,63.55,25,7,2.553312489
100,1,42.707352,4.19,1.9,63.55,25,7,2.553312489
100,1,53.526278,4.19,1.9,63.55,25,7,2.553312489
100,1,75.838661,4.19,1.9,63.55,25,7,2.553312489
100,1,97.68366,4.19,1.9,63.55,25,7,2.553312489
100,1,10.4240135,4.19,1.9,63.55,35,7,2.654590417
100,1,31.25023,4.19,1.9,63.55,35,7,2.654590417
100,1,42.080954,4.19,1.9,63.55,35,7,2.654590417
100,1,52.902408,4.19,1.9,63.55,35,7,2.654590417
100,1,74.984791,4.19,1.9,63.55,35,7,2.654590417
100,1,97.058847,4.19,1.9,63.55,35,7,2.654590417
100,1,10.7204339,4.3,1.6,65.93,15,7,2.20379414
100,1,32.6254017,4.3,1.6,65.93,15,7,2.20379414
100,1,43.7781463,4.3,1.6,65.93,15,7,2.20379414
100,1,54.930891,4.3,1.6,65.93,15,7,2.20379414
100,1,76.9836757,4.3,1.6,65.93,15,7,2.20379414
100,1,99.2671955,4.3,1.6,65.93,15,7,2.20379414
100,1,10.9695435,4.3,1.6,65.93,25,7,2.324344199
100,1,32.6363864,4.3,1.6,65.93,25,7,2.324344199
100,1,43.7964209,4.3,1.6,65.93,25,7,2.324344199
100,1,54.9577203,4.3,1.6,65.93,25,7,2.324344199
100,1,77.020225,4.3,1.6,65.93,25,7,2.324344199
100,1,99.311134,4.3,1.6,65.93,25,7,2.324344199
100,1,10.5811718,4.3,1.6,65.93,35,7,2.503000338
100,1,32.25161,4.3,1.6,65.93,35,7,2.503000338
100,1,43.441003,4.3,1.6,65.93,35,7,2.503000338
100,1,54.392272,4.3,1.6,65.93,35,7,2.503000338
100,1,76.237456,4.3,1.6,65.93,35,7,2.503000338
100,1,98.531961,4.3,1.6,65.93,35,7,2.503000338
0.035,5,10,4.3,1.6,65.93,30,5,0.772101569
0.035,5,20,4.3,1.6,65.93,30,5,0.772101569
0.035,5,30,4.3,1.6,65.93,30,5,0.772101569
,1,10,4.01,2.33,207.2,25,3,2.747147577
,1,50,4.01,2.33,207.2,25,3,2.747147577
,1,100,4.01,2.33,207.2,25,3,2.747147577
,1,200,4.01,2.33,207.2,25,3,2.747147577
,1,300,4.01,2.33,207.2,25,3,2.747147577
,1,400,4.01,2.33,207.2,25,3,2.747147577
,1,500,4.01,2.33,207.2,25,3,2.747147577
,1,600,4.01,2.33,207.2,25,3,2.747147577
,1,700,4.01,2.33,207.2,25,3,2.747147577
,1,800,4.01,2.33,207.2,25,3,2.747147577
,1,900,4.01,2.33,207.2,25,3,2.747147577
,1,1000,4.01,2.33,207.2,25,3,2.747147577
48,2,5,3.75,1.6,51.996,25,5,-0.863279433
48,2,10,3.75,1.6,51.996,25,5,-0.863279433
48,2,20,3.75,1.6,51.996,25,5,-0.863279433
48,2,1,3.75,1.6,51.996,25,5,-0.863279433
48,2,1,3.75,1.6,51.996,25,5,-0.863279433
48,2,1,3.75,1.6,51.996,25,5,-0.863279433
48,2,1,3.75,1.6,51.996,25,5,-0.863279433
500,2,5,3.75,1.6,51.996,25,5,-0.943095149
500,2,10,3.75,1.6,51.996,25,5,-0.943095149
500,2,20,3.75,1.6,51.996,25,5,-0.943095149
500,2,1,3.75,1.6,51.996,25,5,-0.943095149
500,2,1,3.75,1.6,51.996,25,5,-0.943095149
500,2,1,3.75,1.6,51.996,25,5,-0.943095149
500,2,1,3.75,1.6,51.996,25,5,-0.943095149
1000,2,5,3.75,1.6,51.996,25,5,0.31868927
1000,2,10,3.75,1.6,51.996,25,5,0.31868927
1000,2,20,3.75,1.6,51.996,25,5,0.31868927
1000,2,1,3.75,1.6,51.996,25,5,0.31868927
1000,2,1,3.75,1.6,51.996,25,5,0.31868927
1000,2,1,3.75,1.6,51.996,25,5,0.31868927
1000,2,1,3.75,1.6,51.996,25,5,0.31868927
75,0.5,4.84848,4.19,1.9,63.55,25,,0.910132744
75,0.5,8.18182,4.19,1.9,63.55,25,,0.910132744
75,0.5,14.0152,4.19,1.9,63.55,25,,0.910132744
75,0.5,17.2727,4.19,1.9,63.55,25,,0.910132744
75,0.5,2.95276,4.19,1.9,63.55,25,,0.586388114
75,0.5,4.72441,4.19,1.9,63.55,25,,0.586388114
75,0.5,8.56299,4.19,1.9,63.55,25,,0.586388114
75,0.5,14.2323,4.19,1.9,63.55,25,,0.586388114
,2.5,40.27158,4.3,1.6,65.93,25,7,1.561578368
,2.5,60.07545,4.3,1.6,65.93,25,7,1.561578368
,2.5,79.9726,4.3,1.6,65.93,25,7,1.561578368
,2.5,99.89655,4.3,1.6,65.93,25,7,1.561578368
,2.5,149.7932,4.3,1.6,65.93,25,7,1.561578368
,2.5,199.77025,4.3,1.6,65.93,25,7,1.561578368
,2.5,249.813,4.3,1.6,65.93,25,7,1.561578368
,2.5,300.68075,4.3,1.6,65.93,25,7,1.561578368
,2.5,39.88325,4.26,1.6,112.41,25,7,1.602168551
,2.5,59.9637,4.26,1.6,112.41,25,7,1.602168551
,2.5,79.64955,4.26,1.6,112.41,25,7,1.602168551
,2.5,99.9091,4.26,1.6,112.41,25,7,1.602168551
,2.5,149.95675,4.26,1.6,112.41,25,7,1.602168551
,2.5,200.2825,4.26,1.6,112.41,25,7,1.602168551
,2.5,250.3125,4.26,1.6,112.41,25,7,1.602168551
,2.5,301.3905,4.26,1.6,112.41,25,7,1.602168551
69.86,20,5.82819,4.19,1.9,63.55,25,6,-0.48945499
204.7,20,0.5,4.19,1.9,63.55,25,6,-2.072629637
204.7,20,2.14286,4.19,1.9,63.55,25,6,-2.072629637
204.7,20,4.64286,4.19,1.9,63.55,25,6,-2.072629637
192,20,0.607143,4.19,1.9,63.55,25,6,-2.081969663
192,20,2.07143,4.19,1.9,63.55,25,6,-2.081969663
192,20,4.60714,4.19,1.9,63.55,25,6,-2.081969663
350.8,20,0.5,4.19,1.9,63.55,25,6,-2.059981845
350.8,20,0.928571,4.19,1.9,63.55,25,6,-2.059981845
350.8,20,4.60714,4.19,1.9,63.55,25,6,-2.059981845
137.8,20,0.5,4.19,1.9,63.55,25,6,-2.201349355
137.8,20,0.928571,4.19,1.9,63.55,25,6,-2.201349355
137.8,20,4.64286,4.19,1.9,63.55,25,6,-2.201349355
74.76,20,0.477974,4.19,1.9,63.55,25,6,-1.387216143
74.76,20,1.0022,4.19,1.9,63.55,25,6,-1.387216143
74.76,20,2.01982,4.19,1.9,63.55,25,6,-1.387216143
74.76,20,5.08811,4.19,1.9,63.55,25,6,-1.387216143
74.76,20,0.356164,4.19,1.9,63.55,25,8,-1.162032982
74.76,20,0.794521,4.19,1.9,63.55,25,8,-1.162032982
74.76,20,1.67123,4.19,1.9,63.55,25,8,-1.162032982
74.76,20,4.32877,4.19,1.9,63.55,25,8,-1.162032982
240,3,44.0137,4.19,1.9,63.55,25,5,1.223028427
240,3,60.64825,4.19,1.9,63.55,25,5,1.223028427
240,3,77.12072,4.19,1.9,63.55,25,5,1.223028427
240,3,96.10311,4.19,1.9,63.55,25,5,1.223028427
240,3,130.3443,4.19,1.9,63.55,25,5,1.223028427
240,3,167.4971,4.19,1.9,63.55,25,5,1.223028427
240,3,30.57302,4.3,1.6,65.93,25,5,1.104691919
240,3,45.87939,4.3,1.6,65.93,25,5,1.104691919
240,3,61.24731,4.3,1.6,65.93,25,5,1.104691919
240,3,76.57537,4.3,1.6,65.93,25,5,1.104691919
240,3,91.94847,4.3,1.6,65.93,25,5,1.104691919
240,3,122.4928,4.3,1.6,65.93,25,5,1.104691919
240,3,153.17543,4.3,1.6,65.93,25,5,1.104691919
240,3,39.55899,4.04,1.91,58.69,25,5,1.023869501
240,3,55.08128,4.04,1.91,58.69,25,5,1.023869501
240,3,69.04121,4.04,1.91,58.69,25,5,1.023869501
240,3,87.68028,4.04,1.91,58.69,25,5,1.023869501
240,3,115.06266,4.04,1.91,58.69,25,5,1.023869501
240,3,140.23321,4.04,1.91,58.69,25,5,1.023869501
0.17,0.5,51.11017,4.26,1.6,112.41,25,5,2.92331662
0.17,0.5,101.6788,4.26,1.6,112.41,25,5,2.92331662
0.17,0.5,198.9823,4.26,1.6,112.41,25,5,2.92331662
0.17,0.5,501.1625,4.26,1.6,112.41,25,5,2.92331662
0.17,0.5,800.9105,4.26,1.6,112.41,25,5,2.92331662
0.17,0.5,999.8575,4.26,1.6,112.41,25,5,2.92331662
0.17,0.5,49.8681,4.26,1.6,112.41,35,5,2.912966544
0.17,0.5,99.94,4.26,1.6,112.41,35,5,2.912966544
0.17,0.5,202.097,4.26,1.6,112.41,35,5,2.912966544
0.17,0.5,499.242,4.26,1.6,112.41,35,5,2.912966544
0.17,0.5,800.1875,4.26,1.6,112.41,35,5,2.912966544
0.17,0.5,999.1575,4.26,1.6,112.41,35,5,2.912966544
0.17,0.5,50.13877,4.26,1.6,112.41,45,5,2.91679679
0.17,0.5,100.4591,4.26,1.6,112.41,45,5,2.91679679
0.17,0.5,201.6222,4.26,1.6,112.41,45,5,2.91679679
0.17,0.5,500.369,4.26,1.6,112.41,45,5,2.91679679
0.17,0.5,800.0055,4.26,1.6,112.41,45,5,2.91679679
0.17,0.5,1000.218,4.26,1.6,112.41,45,5,2.91679679
0.17,0.5,50.86695,4.04,1.91,58.69,25,5,2.526747426
0.17,0.5,101.0952,4.04,1.91,58.69,25,5,2.526747426
0.17,0.5,199.351,4.04,1.91,58.69,25,5,2.526747426
0.17,0.5,500.0095,4.04,1.91,58.69,25,5,2.526747426
0.17,0.5,800.563,4.04,1.91,58.69,25,5,2.526747426
0.17,0.5,1000.7105,4.04,1.91,58.69,25,5,2.526747426
0.17,0.5,51.57355,4.04,1.91,58.69,35,5,2.524030304
0.17,0.5,99.7875,4.04,1.91,58.69,35,5,2.524030304
0.17,0.5,200.924,4.04,1.91,58.69,35,5,2.524030304
0.17,0.5,499.422,4.04,1.91,58.69,35,5,2.524030304
0.17,0.5,799.816,4.04,1.91,58.69,35,5,2.524030304
0.17,0.5,1001.0435,4.04,1.91,58.69,35,5,2.524030304
0.17,0.5,48.13235,4.04,1.91,58.69,45,5,2.532733222
0.17,0.5,99.5872,4.04,1.91,58.69,45,5,2.532733222
0.17,0.5,199.2556,4.04,1.91,58.69,45,5,2.532733222
0.17,0.5,499.0205,4.04,1.91,58.69,45,5,2.532733222
0.17,0.5,800.8685,4.04,1.91,58.69,45,5,2.532733222
0.17,0.5,999.389,4.04,1.91,58.69,45,5,2.532733222
,1,20,4.01,2.33,207.2,25,6,2.056523724
,1,40,4.01,2.33,207.2,25,6,2.056523724
,1,60,4.01,2.33,207.2,25,6,2.056523724
,1,80,4.01,2.33,207.2,25,6,2.056523724
,1,100,4.01,2.33,207.2,25,6,2.056523724
,1,120,4.01,2.33,207.2,25,6,2.056523724
,1,140,4.01,2.33,207.2,25,6,2.056523724
,1,160,4.01,2.33,207.2,25,6,2.056523724
,1,20,4.26,1.6,112.41,25,6,1.756636108
,1,40,4.26,1.6,112.41,25,6,1.756636108
,1,60,4.26,1.6,112.41,25,6,1.756636108
,1,80,4.26,1.6,112.41,25,6,1.756636108
,1,100,4.26,1.6,112.41,25,6,1.756636108
,1,120,4.26,1.6,112.41,25,6,1.756636108
,1,20,4.19,1.9,63.55,25,6,1.614897216
,1,40,4.19,1.9,63.55,25,6,1.614897216
,1,60,4.19,1.9,63.55,25,6,1.614897216
,1,80,4.19,1.9,63.55,25,6,1.614897216
,1,100,4.19,1.9,63.55,25,6,1.614897216
,5,0.5069665,4.01,2.33,207.2,25,5,1.204391332
,5,8.925635,4.01,2.33,207.2,25,5,1.204391332
,5,39.0666,4.01,2.33,207.2,25,5,1.204391332
,5,65.56985,4.01,2.33,207.2,25,5,1.204391332
,5,84.2991,4.01,2.33,207.2,25,5,1.204391332
,5,107.0723,4.01,2.33,207.2,25,5,1.204391332
,5,139.5248,4.01,2.33,207.2,25,5,1.204391332
,5,153.048,4.01,2.33,207.2,25,5,1.204391332
,5,0.7251975,4.19,1.9,63.55,25,5,0.718501689
,5,10.60938,4.19,1.9,63.55,25,5,0.718501689
,5,32.41565,4.19,1.9,63.55,25,5,0.718501689
,5,45.4188,4.19,1.9,63.55,25,5,0.718501689
,5,55.40875,4.19,1.9,63.55,25,5,0.718501689
,5,72.37195,4.19,1.9,63.55,25,5,0.718501689
,5,109.13885,4.19,1.9,63.55,25,5,0.718501689
,5,1.161658,4.3,1.6,65.93,25,5,0.36361198
,5,28.91385,4.3,1.6,65.93,25,5,0.36361198
,5,37.1882,4.3,1.6,65.93,25,5,0.36361198
,5,48.4355,4.3,1.6,65.93,25,5,0.36361198
,5,59.90095,4.3,1.6,65.93,25,5,0.36361198
,5,85.79485,4.3,1.6,65.93,25,5,0.36361198
,2,78.9887,4.19,1.9,63.55,20,5.5,2.202106711
,2,150.95,4.19,1.9,63.55,20,5.5,2.202106711
,2,218.0098,4.19,1.9,63.55,20,5.5,2.202106711
,2,286.8774,4.19,1.9,63.55,20,5.5,2.202106711
,2,346.3874,4.19,1.9,63.55,20,5.5,2.202106711
,2,405.58,4.19,1.9,63.55,20,5.5,2.202106711
,2,463.026,4.19,1.9,63.55,20,5.5,2.202106711
,2,79.9564,4.19,1.9,63.55,30,5.5,2.209809806
,2,158.7541,4.19,1.9,63.55,30,5.5,2.209809806
,2,228.7168,4.19,1.9,63.55,30,5.5,2.209809806
,2,298.87,4.19,1.9,63.55,30,5.5,2.209809806
,2,358.126,4.19,1.9,63.55,30,5.5,2.209809806
,2,417.445,4.19,1.9,63.55,30,5.5,2.209809806
,2,473.798,4.19,1.9,63.55,30,5.5,2.209809806
,2,89.632,4.19,1.9,63.55,40,5.5,2.214764397
,2,166.6856,4.19,1.9,63.55,40,5.5,2.214764397
,2,237.6794,4.19,1.9,63.55,40,5.5,2.214764397
,2,308.674,4.19,1.9,63.55,40,5.5,2.214764397
,2,367.088,4.19,1.9,63.55,40,5.5,2.214764397
,2,424.282,4.19,1.9,63.55,40,5.5,2.214764397
,2,483.536,4.19,1.9,63.55,40,5.5,2.214764397
,1,10.1303,4.01,2.33,207.2,25,7,2.301029996
,1,19.7275,4.01,2.33,207.2,25,7,2.301029996
,1,39.9882,4.01,2.33,207.2,25,7,2.301029996
,1,99.7038,4.01,2.33,207.2,25,7,2.301029996
,1,199.941,4.01,2.33,207.2,25,7,2.301029996
0.1521,6,10,4.01,2.33,207.2,30,5,1.153509989
0.1521,6,20,4.01,2.33,207.2,30,5,1.153509989
0.1521,6,30,4.01,2.33,207.2,30,5,1.153509989
0.1521,6,40,4.01,2.33,207.2,30,5,1.153509989
0.1521,6,50,4.01,2.33,207.2,30,5,1.153509989
,1,10.95416,4.01,2.33,207.2,25,5,2.459304233
,1,21.1774,4.01,2.33,207.2,25,5,2.459304233
,1,40.7044,4.01,2.33,207.2,25,5,2.459304233
,1,100.4969,4.01,2.33,207.2,25,5,2.459304233
,1,199.57,4.01,2.33,207.2,25,5,2.459304233
720,0.5,8.972195,4.01,2.33,207.2,25,6,0.966108866
720,0.5,18.86674,4.01,2.33,207.2,25,6,0.966108866
720,0.5,28.39641,4.01,2.33,207.2,25,6,0.966108866
720,0.5,41.863885,4.01,2.33,207.2,25,6,0.966108866
720,0.5,48.746075,4.01,2.33,207.2,25,6,0.966108866
720,0.5,9.35827,4.01,2.33,207.2,25,6,1.225223966
720,0.5,19.24095,4.01,2.33,207.2,25,6,1.225223966
720,0.5,28.62315,4.01,2.33,207.2,25,6,1.225223966
720,0.5,42.1724,4.01,2.33,207.2,25,6,1.225223966
720,0.5,48.8932,4.01,2.33,207.2,25,6,1.225223966
216,3.3,2.504646,4.19,1.9,63.55,25,6.5,-0.342944147
216,3.3,4.8853606,4.19,1.9,63.55,25,6.5,-0.342944147
216,3.3,7.4062923,4.19,1.9,63.55,25,6.5,-0.342944147
216,3.3,9.9806974,4.19,1.9,63.55,25,6.5,-0.342944147
216,3.3,14.9644976,4.19,1.9,63.55,25,6.5,-0.342944147
216,3.3,20.0265475,4.19,1.9,63.55,25,6.5,-0.342944147
216,3.3,29.9895182,4.19,1.9,63.55,25,6.5,-0.342944147
216,3.3,39.8657319,4.19,1.9,63.55,25,6.5,-0.342944147
216,3.3,49.9193371,4.19,1.9,63.55,25,6.5,-0.342944147
150,3.3,2.4101106,4.19,1.9,63.55,25,6.5,-0.283162277
150,3.3,5.0464864,4.19,1.9,63.55,25,6.5,-0.283162277
150,3.3,7.5178422,4.19,1.9,63.55,25,6.5,-0.283162277
150,3.3,9.9768065,4.19,1.9,63.55,25,6.5,-0.283162277
150,3.3,15.0102026,4.19,1.9,63.55,25,6.5,-0.283162277
150,3.3,19.9071525,4.19,1.9,63.55,25,6.5,-0.283162277
150,3.3,29.9073076,4.19,1.9,63.55,25,6.5,-0.283162277
150,3.3,39.9980972,4.19,1.9,63.55,25,6.5,-0.283162277
150,3.3,49.7712783,4.19,1.9,63.55,25,6.5,-0.283162277
250,0.4,5.513048,4.01,2.33,207.2,20,6,1.470410491
250,0.4,10.4794,4.01,2.33,207.2,20,6,1.470410491
250,0.4,21.44598,4.01,2.33,207.2,20,6,1.470410491
250,0.4,29.90198,4.01,2.33,207.2,20,6,1.470410491
250,0.4,34.97496,4.01,2.33,207.2,20,6,1.470410491
250,0.4,40.32072,4.01,2.33,207.2,20,6,1.470410491
300,0.2,19.7161,4.01,2.33,207.2,25,6,1.946894195
300,0.2,41.0095,4.01,2.33,207.2,25,6,1.946894195
300,0.2,60.7256,4.01,2.33,207.2,25,6,1.946894195
300,0.2,80.4416,4.01,2.33,207.2,25,6,1.946894195
300,0.2,100.158,4.01,2.33,207.2,25,6,1.946894195
300,0.2,150.631,4.01,2.33,207.2,25,6,1.946894195
300,0.2,200.315,4.01,2.33,207.2,25,6,1.946894195
300,0.2,19.7161,4.19,1.9,63.55,25,6,1.886039276
300,0.2,40.2208,4.19,1.9,63.55,25,6,1.886039276
300,0.2,60.7256,4.19,1.9,63.55,25,6,1.886039276
300,0.2,80.4416,4.19,1.9,63.55,25,6,1.886039276
300,0.2,100.158,4.19,1.9,63.55,25,6,1.886039276
300,0.2,150.631,4.19,1.9,63.55,25,6,1.886039276
300,0.2,201.104,4.19,1.9,63.55,25,6,1.886039276
0.5,0.5,39.04526607,3.75,1.6,51.996,25,2.5,1.817212039
0.5,0.5,59.24864459,3.75,1.6,51.996,25,2.5,1.817212039
0.5,0.5,79.24134802,3.75,1.6,51.996,25,2.5,1.817212039
0.5,0.5,99.29443648,3.75,1.6,51.996,25,2.5,1.817212039
0.5,0.5,119.8910146,3.75,1.6,51.996,25,2.5,1.817212039
0.5,0.5,19.71171782,4.26,1.6,112.41,25,2.5,1.520139367
0.5,0.5,31.53778533,4.26,1.6,112.41,25,2.5,1.520139367
0.5,0.5,41.31652893,4.26,1.6,112.41,25,2.5,1.520139367
0.5,0.5,51.38743051,4.26,1.6,112.41,25,2.5,1.520139367
0.5,0.5,60.59460028,4.26,1.6,112.41,25,2.5,1.520139367
160,6.6,2.19131,4.19,1.9,63.55,25,7,0.002166062
160,6.6,6.17147,4.19,1.9,63.55,25,7,0.002166062
160,6.6,11.4928,4.19,1.9,63.55,25,7,0.002166062
160,6.6,25.27022,4.19,1.9,63.55,25,7,0.002166062
160,6.6,38.08206,4.19,1.9,63.55,25,7,-0.040958608
160,6.6,2.184693,4.19,1.9,63.55,25,7,-0.040958608
160,6.6,6.12587,4.19,1.9,63.55,25,7,-0.040958608
160,6.6,11.51195,4.19,1.9,63.55,25,7,-0.040958608
160,6.6,24.94274,4.19,1.9,63.55,25,7,-0.040958608
160,6.6,38.01202,4.19,1.9,63.55,25,7,-0.040958608
160,6.6,2.20976,4.19,1.9,63.55,25,7,-0.047207557
160,6.6,6.16347,4.19,1.9,63.55,25,7,-0.047207557
160,6.6,11.54032,4.19,1.9,63.55,25,7,-0.047207557
160,6.6,25.33282,4.19,1.9,63.55,25,7,-0.047207557
160,6.6,38.03378,4.19,1.9,63.55,25,7,-0.047207557
160,6.6,2.24144,4.19,1.9,63.55,25,7,-0.057495894
160,6.6,5.89019,4.19,1.9,63.55,25,7,-0.057495894
160,6.6,11.45712,4.19,1.9,63.55,25,7,-0.057495894
160,6.6,25.27538,4.19,1.9,63.55,25,7,-0.057495894
160,6.6,37.99552,4.19,1.9,63.55,25,7,-0.057495894
160,6.6,2.184,4.19,1.9,63.55,25,7,-0.014124643
160,6.6,6.27104,4.19,1.9,63.55,25,7,-0.014124643
160,6.6,11.58053,4.19,1.9,63.55,25,7,-0.014124643
160,6.6,25.8397,4.19,1.9,63.55,25,7,-0.014124643
160,6.6,38.02654,4.19,1.9,63.55,25,7,-0.014124643
1,1,42.8572,4.19,1.9,63.55,20,5,1.705949195
1,1,95.2172,4.19,1.9,63.55,20,5,1.705949195
1,1,150.4348,4.19,1.9,63.55,20,5,1.705949195
1,1,206.1427,4.19,1.9,63.55,20,5,1.705949195
1,1,254.4969,4.19,1.9,63.55,20,5,1.705949195
1,1,43.07663,4.19,1.9,63.55,30,5,1.839540893
1,1,95.371,4.19,1.9,63.55,30,5,1.839540893
1,1,150.3843,4.19,1.9,63.55,30,5,1.839540893
1,1,206.1657,4.19,1.9,63.55,30,5,1.839540893
1,1,254.7678,4.19,1.9,63.55,30,5,1.839540893
1,1,43.6177,4.19,1.9,63.55,40,5,1.894980291
1,1,95.2834,4.19,1.9,63.55,40,5,1.894980291
1,1,150.1657,4.19,1.9,63.55,40,5,1.894980291
1,1,205.9167,4.19,1.9,63.55,40,5,1.894980291
1,1,254.3811,4.19,1.9,63.55,40,5,1.894980291
150,5,0.966234,3.75,1.6,51.996,5,4,-1.348721986
150,5,1.9311645,3.75,1.6,51.996,5,4,-1.348721986
150,5,4.0207765,3.75,1.6,51.996,5,4,-1.348721986
150,5,5.967528,3.75,1.6,51.996,5,4,-1.348721986
150,5,7.98571,3.75,1.6,51.996,5,4,-1.348721986
150,5,9.98571,3.75,1.6,51.996,5,4,-1.348721986
150,5,14.9857,3.75,1.6,51.996,5,4,-1.348721986
150,5,20.0402455,3.75,1.6,51.996,5,4,-1.348721986
150,5,2.012619,3.75,1.6,51.996,15,4,-1.160962127
150,5,3.9888745,3.75,1.6,51.996,15,4,-1.160962127
150,5,6.0711065,3.75,1.6,51.996,15,4,-1.160962127
150,5,10.111422,3.75,1.6,51.996,15,4,-1.160962127
150,5,14.8452455,3.75,1.6,51.996,15,4,-1.160962127
150,5,19.9880275,3.75,1.6,51.996,15,4,-1.160962127
150,5,0.966234,3.75,1.6,51.996,25,4,-0.928523032
150,5,1.98571,3.75,1.6,51.996,25,4,-0.928523032
150,5,3.98571,3.75,1.6,51.996,25,4,-0.928523032
150,5,6.0220735,3.75,1.6,51.996,25,4,-0.928523032
150,5,10.094801,3.75,1.6,51.996,25,4,-0.928523032
150,5,14.6857,3.75,1.6,51.996,25,4,-0.928523032
150,5,20.1870275,3.75,1.6,51.996,25,4,-0.928523032
150,5,0.88678265,3.75,1.6,51.996,35,4,-1.150396342
150,5,1.933269,3.75,1.6,51.996,35,4,-1.150396342
150,5,4.149711,3.75,1.6,51.996,35,4,-1.150396342
150,5,6.1003245,3.75,1.6,51.996,35,4,-1.150396342
150,5,8.2279845,3.75,1.6,51.996,35,4,-1.150396342
150,5,10.1428745,3.75,1.6,51.996,35,4,-1.150396342
150,5,15.0191,3.75,1.6,51.996,35,4,-1.150396342
150,5,20.073009,3.75,1.6,51.996,35,4,-1.150396342
150,5,0.9710235,3.75,1.6,51.996,5,4,-1.058737091
